Date,Open,High,Low,Close,Volume,Adj Close
2015-01-27,529.972369,530.702398,518.192381,518.63237,1904000,518.63237
2015-01-26,538.532466,539.002444,529.672413,535.212448,1543700,535.212448
2015-01-23,535.592457,542.172453,533.002407,539.952437,2281700,539.952437
2015-01-22,521.482349,536.332463,519.702382,534.39245,2676900,534.39245
2015-01-21,507.252283,519.282407,506.202315,518.042312,2268700,518.042312
2015-01-20,511.002313,512.502307,506.018277,506.902294,2227900,506.902294
2015-01-16,500.012273,508.1923,500.002267,508.082288,2298300,508.082288
2015-01-15,505.572291,505.682273,497.762267,501.792271,2715800,501.792271
2015-01-14,494.652237,503.232286,493.002234,500.872267,2235700,500.872267
2015-01-13,498.842256,502.982302,492.392254,496.182251,2370500,496.182251
2015-01-12,494.942247,495.978261,487.562205,492.552209,2322400,492.552209
2015-01-09,504.7623,504.922285,494.792239,496.172274,2069400,496.172274
2015-01-08,497.992238,503.4823,491.002212,502.682255,3353600,502.682255
2015-01-07,507.002299,507.246285,499.652247,501.102268,2065100,501.102268
2015-01-06,515.002358,516.177334,501.052266,501.962262,2899900,501.962262
2015-01-05,523.262377,524.332389,513.062315,513.872306,2059800,513.872306
2015-01-02,529.012399,531.272443,524.102327,524.812404,1447600,524.812404
2014-12-31,531.252429,532.602384,525.802363,526.402397,1368200,526.402397
2014-12-30,528.092396,531.152424,527.132366,530.422394,876300,530.422394
2014-12-29,532.192446,535.482414,530.013375,530.332426,2278500,530.332426
2014-12-26,528.772422,534.252417,527.312364,534.032454,1036000,534.032454
2014-12-24,530.512424,531.761394,527.022384,528.772422,705900,528.772422
2014-12-23,527.00237,534.56241,526.292354,530.592416,2197600,530.592416
2014-12-22,516.082347,526.462376,516.082347,524.872383,2723800,524.872383
2014-12-19,511.512318,517.722342,506.91331,516.352313,3690200,516.352313
2014-12-18,512.952333,513.872306,504.70229,511.102319,2926700,511.102319
2014-12-17,497.002248,507.002299,496.812244,504.892295,2883200,504.892295
2014-12-16,511.562321,513.052308,489.00222,495.392273,3964300,495.392273
2014-12-15,522.742335,523.102331,513.272333,513.80229,2813400,513.80229
2014-12-12,523.512391,528.502395,518.662298,518.662298,1994600,518.662298
2014-12-11,527.802355,533.922411,527.102376,528.34241,1610800,528.34241
2014-12-10,533.082399,536.332463,525.562386,526.062353,1712300,526.062353
2014-12-09,522.142362,534.192438,520.502366,533.37244,1871300,533.37244
2014-12-08,527.132366,531.002415,523.792334,526.982357,2329400,526.982357
2014-12-05,531.002415,532.892425,524.282386,525.262369,2565600,525.262369
2014-12-04,531.1624,537.342434,528.592424,537.312445,1392100,537.312445
2014-12-03,531.442404,535.998416,529.262414,531.322384,1278000,531.322384
2014-12-02,533.512412,535.502427,529.802408,533.752389,1525800,533.752389
2014-12-01,538.902438,541.412434,531.862379,533.802391,2115400,533.802391
2014-11-28,540.622426,542.002431,536.602429,541.832471,1148300,541.832471
2014-11-26,540.882478,541.552406,537.044437,540.372412,1523000,540.372412
2014-11-25,539.002444,543.98241,538.60444,541.082489,1789100,541.082489
2014-11-24,537.652489,542.702471,535.622446,539.272471,1706000,539.272471
2014-11-21,541.612446,542.142464,536.562402,537.502419,2223700,537.502419
2014-11-20,531.252429,535.112381,531.082408,534.832438,1562000,534.832438
2014-11-19,535.002399,538.242425,530.082412,536.992415,1391600,536.992415
2014-11-18,537.502419,541.942452,534.172425,535.032449,1962700,535.032449
2014-11-17,543.582448,543.792436,534.063361,536.512461,1725800,536.512461
2014-11-14,546.682442,546.682442,542.152501,544.402507,1289200,544.402507
2014-11-13,549.802448,549.802448,543.482442,545.38249,1339400,545.38249
2014-11-12,550.392507,550.462523,545.172441,547.312465,1129400,547.312465
2014-11-11,548.492459,551.942473,546.302493,550.29244,965500,550.29244
2014-11-10,541.462498,549.592522,541.022449,547.492463,1134600,547.492463
2014-11-07,546.212525,546.212525,538.672437,541.012473,1633800,541.012473
2014-11-06,545.502448,546.887472,540.972385,542.042458,1333300,542.042458
2014-11-05,556.802481,556.802481,544.052426,545.922423,2032300,545.922423
2014-11-04,553.002509,555.502529,549.302481,554.112486,1244200,554.112486
2014-11-03,555.502529,557.902544,553.23251,555.222464,1382300,555.222464
2014-10-31,559.352504,559.572529,554.752486,559.082538,2035100,559.082538
2014-10-30,548.952522,552.802497,543.512493,550.312514,1455500,550.312514
2014-10-29,550.00246,554.19254,546.982459,549.332532,1770500,549.332532
2014-10-28,543.002488,548.98245,541.622422,548.902519,1271000,548.902519
2014-10-27,537.032441,544.412422,537.032441,540.772496,1185300,540.772496
2014-10-24,544.36248,544.882461,535.792407,539.782476,1973100,539.782476
2014-10-23,539.322474,547.222436,535.852386,543.98241,2348800,543.98241
2014-10-22,529.892437,539.802428,528.802351,532.712427,2919300,532.712427
2014-10-21,525.192353,526.792383,519.112324,526.542369,2336300,526.542369
2014-10-20,509.452317,521.762353,508.102301,520.84241,2607500,520.84241
2014-10-17,527.252385,530.982402,508.532313,511.172335,5539400,511.172335
2014-10-16,519.002342,529.432374,515.002358,524.512387,3708600,524.512387
2014-10-15,531.012391,532.802396,518.302363,530.032409,3719400,530.032409
2014-10-14,538.902438,547.192507,533.172368,537.942408,2222600,537.942408
2014-10-13,544.992443,549.502492,533.102413,533.212456,2581700,533.212456
2014-10-10,557.722484,565.132577,544.052426,544.492476,3081900,544.492476
2014-10-09,571.182555,571.492549,559.062524,560.882579,2524800,560.882579
2014-10-08,565.572566,573.882587,557.492484,572.502582,1990900,572.502582
2014-10-07,574.402629,575.27263,563.742534,563.742534,1911300,563.742534
2014-10-06,578.802574,581.002639,574.442595,577.352614,1214600,577.352614
2014-10-03,573.052613,577.227576,572.502582,575.282606,1141700,575.282606
2014-10-02,567.312567,571.912585,563.322559,570.082615,1178400,570.082615
2014-10-01,576.012635,577.582615,567.01255,568.272597,1445500,568.272597
2014-09-30,576.932578,579.852634,572.852541,577.36259,1621700,577.36259
2014-09-29,571.7526,578.192625,571.172579,576.362594,1282400,576.362594
2014-09-26,576.062638,579.2526,574.662558,577.1026,1443700,577.1026
2014-09-25,587.552646,587.982658,574.182604,575.062581,1926000,575.062581
2014-09-24,581.462641,589.632691,580.522624,587.992634,1728100,587.992634
2014-09-23,586.852606,586.852606,581.002639,581.132634,1471400,581.132634
2014-09-22,593.82271,593.951665,583.462694,587.372648,1689500,587.372648
2014-09-19,591.502688,596.482654,589.502696,596.082692,3736600,596.082692
2014-09-18,587.002675,589.542661,585.002622,589.272695,1444600,589.272695
2014-09-17,580.012619,587.522656,578.777665,584.772683,1692800,584.772683
2014-09-16,572.762572,581.502606,572.662566,579.95264,1480400,579.95264
2014-09-15,572.94257,574.952599,568.212618,573.102555,1597600,573.102555
2014-09-12,581.002639,581.642639,574.462608,575.622589,1601700,575.622589
2014-09-11,580.362639,581.812599,576.262588,581.352598,1221000,581.352598
2014-09-10,581.502606,583.502659,576.942615,583.102636,977400,583.102636
2014-09-09,588.902723,589.002667,580.002643,581.012615,1287200,581.012615
2014-09-08,586.602653,591.772715,586.302635,589.722659,1431000,589.722659
2014-09-05,583.982613,586.55265,581.952632,586.082672,1632400,586.082672
2014-09-04,580.002643,586.00268,579.222611,581.982621,1458200,581.982621
2014-09-03,580.002643,582.992655,575.002602,577.942611,1215100,577.942611
2014-09-02,571.852545,577.832629,571.192593,577.332662,1578400,577.332662
2014-08-29,571.332625,572.04258,567.07155,571.60253,1083800,571.60253
2014-08-28,569.562573,573.252563,567.102518,569.202577,1292900,569.202577
2014-08-27,577.272622,578.492581,570.105627,571.002557,1703400,571.002557
2014-08-26,581.262629,581.802623,576.582619,577.862619,1639700,577.862619
2014-08-25,584.722619,585.002622,579.002647,580.202654,1361400,580.202654
2014-08-22,583.592689,585.238682,580.642643,582.562642,789100,582.562642
2014-08-21,583.822628,584.502655,581.142671,583.372664,914800,583.372664
2014-08-20,585.88266,586.702658,582.572618,584.492618,1036700,584.492618
2014-08-19,585.002622,587.342658,584.002627,586.862643,978700,586.862643
2014-08-18,576.11258,584.512631,576.002598,582.162619,1284100,582.162619
2014-08-15,577.862619,579.382595,570.522603,573.482564,1519200,573.482564
2014-08-14,576.182596,577.902645,570.882599,574.652643,985500,574.652643
2014-08-13,567.312567,575.002602,565.752564,574.782639,1441800,574.782639
2014-08-12,564.522567,565.902572,560.882579,562.732562,1542000,562.732562
2014-08-11,569.992585,570.492553,566.002578,567.882551,1214700,567.882551
2014-08-08,563.562536,570.252576,560.3525,568.772626,1494800,568.772626
2014-08-07,568.00257,569.89258,561.102482,563.362525,1110900,563.362525
2014-08-06,561.782569,570.702601,560.002541,566.376589,1334400,566.376589
2014-08-05,570.052564,571.982601,562.612543,565.072598,1551200,565.072598
2014-08-04,569.042531,575.352561,564.102531,573.152619,1427300,573.152619
2014-08-01,570.402584,575.962633,562.85252,566.072594,1955300,566.072594
2014-07-31,580.602616,583.652668,570.002561,571.60253,2102800,571.60253
2014-07-30,586.55265,589.502696,584.002627,587.42265,1016500,587.42265
2014-07-29,588.752653,589.702707,583.517654,585.612633,1349900,585.612633
2014-07-28,588.072688,592.502683,584.755668,590.602636,986800,590.602636
2014-07-25,590.402686,591.862684,587.032665,589.022681,932500,589.022681
2014-07-24,596.452725,599.502716,591.772715,593.352671,1035100,593.352671
2014-07-23,593.232652,597.852683,592.502683,595.982686,1233200,595.982686
2014-07-22,590.722655,599.652725,590.602636,594.742652,1699200,594.742652
2014-07-21,591.752702,594.402731,585.235622,589.472645,2062100,589.472645
2014-07-18,593.002712,596.802684,582.002635,595.082696,4014200,595.082696
2014-07-17,579.532665,580.992601,568.61258,573.732579,3016600,573.732579
2014-07-16,588.002671,588.402694,582.202646,582.662587,1397100,582.662587
2014-07-15,585.742628,585.807626,576.562606,584.782659,1623000,584.782659
2014-07-14,582.602608,585.212671,578.032641,584.872627,1854100,584.872627
2014-07-11,571.912585,580.85263,571.422594,579.182645,1621700,579.182645
2014-07-10,565.912548,576.592656,565.012558,571.102563,1356700,571.102563
2014-07-09,571.582578,576.72259,569.378536,576.082652,1116800,576.082652
2014-07-08,577.662607,579.530645,566.137592,571.092587,1909500,571.092587
2014-07-07,583.76265,586.432631,579.592644,582.252649,1064600,582.252649
2014-07-03,583.352589,585.01266,580.922585,584.732656,714200,584.732656
2014-07-02,583.352589,585.442672,580.392628,582.33766,1056400,582.33766
2014-07-01,578.32262,584.402649,576.652635,582.672624,1448000,582.672624
2014-06-30,578.662603,579.572631,574.752588,575.282606,1313800,575.282606
2014-06-27,577.182592,579.872648,573.802595,577.242632,2236900,577.242632
2014-06-26,581.002639,582.45266,571.852545,576.002598,1742000,576.002598
2014-06-25,565.262572,579.962616,565.222546,578.652627,1969400,578.652627
2014-06-24,565.192556,572.648612,561.012574,564.622572,2207100,564.622572
2014-06-23,555.152509,565.002582,554.252519,564.952579,1536800,564.952579
2014-06-20,556.852484,557.582513,550.394526,556.362492,4508300,556.362492
2014-06-19,554.242482,555.0025,548.512473,554.902556,2456800,554.902556
2014-06-18,544.862448,553.562516,544.002484,553.372481,1741800,553.372481
2014-06-17,544.202496,545.32245,539.33245,543.012465,1444600,543.012465
2014-06-16,549.262515,549.62245,541.522477,544.282488,1702600,544.282488
2014-06-13,552.262503,552.302469,545.562488,551.762536,1220500,551.762536
2014-06-12,557.302509,557.992512,548.462531,551.352476,1458500,551.352476
2014-06-11,558.002549,559.882522,555.022514,558.842561,1100100,558.842561
2014-06-10,560.512546,563.602502,557.902544,560.552511,1351700,560.552511
2014-06-09,557.152562,562.902584,556.042523,562.122552,1467500,562.122552
2014-06-06,558.062528,558.062528,548.932448,556.332564,1736800,556.332564
2014-06-05,546.402499,554.952498,544.452449,553.90256,1689100,553.90256
2014-06-04,541.502464,548.612478,538.752429,544.662436,1816500,544.662436
2014-06-03,550.99248,552.342557,542.552463,544.942501,1866600,544.942501
2014-06-02,560.702581,560.902593,545.732448,553.932488,1435000,553.932488
2014-05-30,560.802526,561.352496,555.912467,559.892559,1771100,559.892559
2014-05-29,563.352549,564.002525,558.712565,560.082534,1354100,560.082534
2014-05-28,564.57257,567.842585,561.002537,561.682502,1652000,561.682502
2014-05-27,556.002496,566.002578,554.352463,565.952575,2104200,565.952575
2014-05-23,547.262462,553.642508,543.702467,552.702492,1932200,552.702492
2014-05-22,541.132431,547.602445,540.782472,545.062459,1615800,545.062459
2014-05-21,532.902462,539.185441,531.912381,538.942465,1196300,538.942465
2014-05-20,529.742368,536.232396,526.302392,529.772418,1784800,529.772418
2014-05-19,519.702382,529.782456,517.58537,528.862391,1277800,528.862391
2014-05-16,521.39238,521.802379,515.442347,520.632362,1485300,520.632362
2014-05-15,525.702357,525.872379,517.422325,519.982324,1704400,519.982324
2014-05-14,533.002407,533.002407,525.292358,526.652412,1191800,526.652412
2014-05-13,530.892433,536.072411,529.512428,533.092437,1653400,533.092437
2014-05-12,523.512391,530.192393,519.012379,529.922366,1912500,529.922366
2014-05-09,510.75233,519.902393,504.202292,518.732314,2439500,518.732314
2014-05-08,508.462297,517.23229,506.452298,511.002313,2021300,511.002313
2014-05-07,515.792305,516.68232,503.302272,509.962291,3224300,509.962291
2014-05-06,525.232379,526.812396,515.062337,515.14233,1689000,515.14233
2014-05-05,524.822381,528.902418,521.322364,527.812392,1024100,527.812392
2014-05-02,533.762426,534.002403,525.612389,527.932411,1688500,527.932411
2014-05-01,527.112352,532.932391,523.882364,531.352374,1905500,531.352374
2014-04-30,527.602343,528.002366,522.522372,526.662388,1751200,526.662388
2014-04-29,516.902344,529.462425,516.322324,527.70241,2699100,527.70241
2014-04-28,517.182348,518.602319,502.802274,517.152359,3335500,517.152359
2014-04-25,522.512395,524.702361,515.422333,516.182352,2100400,516.182352
2014-04-24,530.072374,531.652452,522.122349,525.162363,1883200,525.162363
2014-04-23,533.792415,533.872408,526.252389,526.942391,2052300,526.942391
2014-04-22,528.642427,537.232391,527.512375,534.812425,2365400,534.812425
2014-04-21,536.1024,536.702435,525.602352,528.622414,2566700,528.622414
2014-04-17,548.81249,549.502492,531.152424,536.1024,6809500,536.1024
2014-04-16,543.002488,557.002492,540.00244,556.54249,4893300,556.54249
2014-04-15,536.822454,538.452473,518.462348,536.442444,3855100,536.442444
2014-04-14,538.252462,544.102429,529.56237,532.522453,2575100,532.522453
2014-04-11,532.552381,540.00244,526.532392,530.602392,3924800,530.602392
2014-04-10,565.002582,565.002582,539.902495,540.952433,4036900,540.952433
2014-04-09,559.622532,565.372554,552.952506,564.142557,3330800,564.142557
2014-04-08,542.602466,555.0025,541.612446,554.902556,3151200,554.902556
2014-04-07,540.742445,548.482483,527.15244,538.152456,4401700,538.152456
2014-04-04,574.652643,577.77265,543.002488,543.14246,6369300,543.14246
2014-04-03,569.852553,587.282679,564.132581,569.742571,5099200,569.742571
2014-04-02,599.992707,604.832763,562.192568,567.002574,147100,567.002574
2014-04-01,558.712565,568.452595,558.712565,567.162558,7900,567.162558
2014-03-31,566.892592,567.002574,556.932537,556.972503,10800,556.972503
2014-03-28,561.202549,566.43259,558.672477,559.992504,41200,559.992504
2014-03-27,568.00257,568.00257,552.922516,558.462551,13100,558.462551
